time,flux,flux_err
2460339.785682982,-3.817059743356653,2.359271623359132
2460339.7937848098,-5.568419777718851,2.723970447826021
2460339.8007292333,-1.7643445340497994,2.7222494058783755
2460339.8076736573,0.515436564756659,2.7239519274180566
2460339.814618081,2.8658790058002706,2.7242555167097646
2460339.8215625044,-6.812663996722577,2.720381669443977
2460339.8285069284,0.03432682153420075,2.7217010873238614
2460339.835451352,-3.382488000950644,2.720342012698786
2460339.842395775,3.6906106295128245,2.7229519526548134
2460339.8493401986,6.778117841700643,2.724717757804853
2460339.856284622,2.3576680265189998,2.722619575083859
2460339.863229045,1.190967363221052,2.720508115904401
2460339.8701734683,-1.6531529562960667,2.7216338625296896
2460339.8771178913,1.8316255302800561,2.721520477427161
2460339.8840623144,6.209624546175132,2.721679630795012
2460339.891006738,1.8282815335409999,2.720401523638909
2460339.89795116,5.473076254722945,2.7219477696033536
2460339.904895583,-1.5639998294934498,2.7200712086820853
2460339.911840006,-6.91398937329942,2.7183849526491954
2460339.9187844284,1.449555424231076,2.721355574092197
2460339.925728851,-3.79334403874275,2.719796936000149
2460339.9326732736,3.5534016332164127,2.725222951190099
2460339.9396176958,-3.8713915646190706,2.7213123983975525
2460339.9465621184,-2.0906706642405557,2.722643854916827
2460339.953506541,-0.9564693884305935,2.7211579159034778
2460339.9604509627,-0.5615606815787828,2.7217669976468617
2460339.9673953853,-0.7172044697366655,2.7215223001377553
2460339.974339807,-5.542390026780355,2.7209718157473493
2460339.981284229,-0.6964312543858031,2.726063988441922
2460339.988228651,1.772663810757067,2.7270938762702635
2460339.995173073,0.7359914588353687,2.7236502068342126
2460340.0021174946,0.5468867037563063,2.723725595297932
2460340.0090619163,5.549151035239644,2.7240305082680885
2460340.016006338,-0.29004951496583575,2.722063551260312
2460340.0229507596,5.669408409702726,2.726058027355507
2460340.0298951813,-2.067118984994175,2.722811140617814
2460340.0368396025,-2.0214218408154774,2.7216573011332237
2460340.0437840237,2.0673976272437518,2.723137387745027
2460340.0507284454,4.2887025751050665,2.7229072695197165
2460340.057672866,0.7710462233883093,2.724892940664916
2460340.0646172874,1.8317077273083653,2.7224547873203035
2460340.0715617086,-3.332956693519144,2.721470851609817
2460340.0785061293,1.093828905782992,2.7235718530062787
2460340.08545055,-6.08659874760113,2.7193630920888077
2460340.092394971,0.7812687641740172,2.721657358628928
2460340.099339392,-3.1645553848588426,2.720299740758659
2460340.1062838123,-0.44691799812646815,2.7222527724315975
2460340.113228233,2.502743344668409,2.726374575364913
2460340.120172654,1.5738054330014062,2.7228184362078984
2460340.127117074,0.4444122050630795,2.7221186427887285
2460340.1340614944,-3.3798227289670417,2.720691939237344
2460340.1410059147,-0.5205289191205631,2.72473371352744
2460340.147950335,-0.3585901137922559,2.7218221271694674
2460340.154894755,-2.3807844214225593,2.722800249732691
2460340.1618391755,1.637311282071857,2.7230284768949393
2460340.1687835953,-2.4290631177466304,2.722298891754495
2460340.175728015,1.5390651710275454,2.7229704577931346
2460340.182672435,0.8583708179347149,2.7240632938217506
2460340.1896168552,-6.3947545047463885,2.720826818803731
2460340.1965612746,-4.026685768165305,2.7214757839509685
2460340.2035056944,3.222454867022837,2.7235173857612853
2460340.210450114,0.9251204813153422,2.7224057414896823
2460340.217394534,0.9526880248214655,2.72431296997806
2460340.224338953,2.2006350656459968,2.7233873202983165
2460340.2312833723,-2.0306756828089507,2.724969535419479
2460340.2382277916,-1.5944701357970992,2.721958064597487
2460340.2451722114,4.375343444197551,2.72458442117437
2460340.25211663,1.291531238737682,2.7237536091415415
2460340.259061049,-3.8417974860735473,2.7206022593596355
2460340.266005468,0.9591938112301097,2.7220497135289166
2460340.2729498874,-0.026210440115683742,2.721563666226045
2460340.279894306,3.2440900291870127,2.722816201353401
2460340.286838725,1.2935368423109672,2.7237594797536775
2460340.2937831436,-2.050157267225277,2.72068136432901
2460340.3007275625,6.530817790960264,2.7248346528787253
2460340.307671981,3.4629226474528716,2.7229603928511597
2460340.3146164003,1.185025586104508,2.7218591433523707
2460340.3215608182,-6.836527324052747,2.7197741540720557
2460340.3285052367,0.4213435013882022,2.722564956535763
2460340.335449655,2.294869034771781,2.7245127150766777
2460340.3423940735,-1.208493981212937,2.7229385284771532
2460340.349338492,-1.3729866250600762,2.7246544605542957
2460340.35628291,-3.0436050181763106,2.7226454781215037
