time,flux,flux_err
2797.110563360557,174.97618103027344,nan
2797.1175077876655,175.15907287597656,nan
2797.1244522147736,175.32334899902344,nan
2797.1313966416483,175.2849578857422,nan
2797.13834106829,175.2173614501953,nan
2797.1452854947,175.5593719482422,nan
2797.152229920876,175.76400756835938,nan
2797.1591743470517,175.41629028320312,nan
2797.166118772996,175.78651428222656,nan
2797.173063198707,175.4215850830078,nan
2797.180007624418,174.82058715820312,nan
2797.186952049896,175.46731567382812,nan
2797.1938964751407,175.54869079589844,nan
2797.2008409001537,175.04080200195312,nan
2797.207785325166,175.11322021484375,nan
2797.2147297499455,175.43524169921875,nan
2797.221674174492,175.6361846923828,nan
2797.228618599039,174.84893798828125,nan
2797.2355630233533,175.07763671875,nan
2797.242507447434,175.16224670410156,nan
2797.249451871515,175.1764373779297,nan
2797.2563962953627,174.67575073242188,nan
2797.2633407192106,174.91661071777344,nan
2797.2702851428267,175.2289276123047,nan
2797.27722956621,175.42771911621094,nan
2797.2841739893593,175.11329650878906,nan
2797.29111841251,174.55015563964844,nan
2797.2980628356595,174.77102661132812,nan
2797.3050072585766,174.6295623779297,nan
2797.3119516812603,175.262451171875,nan
2797.3188961039446,175.41647338867188,nan
2797.325840526396,175.25115966796875,nan
2797.332784948614,175.43482971191406,nan
2797.339729370832,174.87271118164062,nan
2797.346673793051,175.34609985351562,nan
2797.353618215036,174.71551513671875,nan
2797.36056263679,174.78427124023438,nan
2797.3675070585423,174.874267578125,nan
2797.3744514802947,175.39076232910156,nan
2797.3813959018144,175.48793029785156,nan
2797.388340323101,175.0440673828125,nan
2797.395284744389,174.44979858398438,nan
2797.402229165443,175.31649780273438,nan
2797.4091735864968,175.12612915039062,nan
2797.4161180075507,174.73626708984375,nan
2797.4230624283728,174.8867950439453,nan
2797.430006849194,175.6172332763672,nan
2797.4369512697835,175.39979553222656,nan
2797.44389569014,175.3067626953125,nan
2797.4508401107278,175.8356170654297,nan
2797.4577845308513,175.45298767089844,nan
2797.464728951207,175.46334838867188,nan
2797.47167337133,174.98468017578125,nan
2797.4786177912206,174.60690307617188,nan
2797.48556221111,175.2100372314453,nan
2797.4925066309997,174.92025756835938,nan
2797.4994510506567,175.38650512695312,nan
2797.5063954703146,175.49095153808594,nan
2797.513339889972,175.1044921875,nan
2797.5202843093957,175.154052734375,nan
