time,flux,flux_err
2810.8882566207367,20.4521104174396,101.90140037471954
2810.8952009747354,22.93857580864119,102.13676984682965
2810.9021453285013,25.476465625118408,102.27561788468863
2810.9160340355693,20.617428075415773,102.67732793830065
2810.929922741706,22.273108830709816,102.39259238585662
2810.9368670945405,20.46456576814694,102.23977373882889
2810.957700151418,20.379844543685067,102.13933304605109
2810.964644503089,24.071201080777882,102.35168698407784
2810.97158885476,21.89490881743086,102.14910095333794
2810.978533206197,26.71266635591155,102.37076649240576
2810.985477557403,22.50345561026529,102.46557148250187
2810.992421908609,23.34811776206152,101.94694384528593
2810.999366259349,20.19292602962173,102.40677885784517
2811.006310609856,21.968735195530144,101.99190753461333
2811.0132549603622,26.952506959248694,101.6819114805236
2811.020199310403,20.672964941101327,102.33860572701083
2811.027143660444,26.785771500215333,103.28604133995782
2811.034088010253,24.171790197256314,102.83433071461378
2811.041032359829,27.429422452649078,102.2656408351141
2811.047976709171,29.234494835559417,101.95569661193538
2811.054921058513,23.88640405519277,101.23795519367027
2811.0618654073905,23.62756407075244,101.71537758566272
2811.068809756268,28.064759726799593,101.74778989355562
2811.075754104912,32.50932539553787,101.62093160278444
2811.0826984533232,28.209752483298644,102.41397049693569
2811.089642801501,34.41028565017382,101.84388504132917
2811.0965871496805,37.50170615542879,102.19962551596197
2811.1035314973933,27.403297364893888,101.84145411603853
2811.110475845107,36.10254981310845,102.20405370100332
2811.117420192588,29.796083334061223,102.0083568988049
2811.124364540068,35.46709278361868,102.21221467910028
2811.131308887082,28.58290126690349,102.07659117135567
2811.1382532340967,28.500079973046695,102.61707024240592
2811.1451975808786,31.92644346461725,102.46369523981326
2811.15214192766,35.70891521018939,102.05934185061055
2811.159086273976,29.143420930732873,103.38692771933799
2811.166030620291,34.63678965572194,102.33667190772297
2811.1729749663746,37.87742819689947,102.21750116489505
2811.179919312225,35.65413311872021,102.42851951127723
2811.1868636580757,33.320797947462324,101.7960591767557
2811.193808003693,37.955953581087215,102.11604488371862
2811.200752349077,37.24395274133599,101.25003920156655
2811.207696694461,37.412643156782224,102.99216216282896
2811.214641039613,31.797427730773506,101.88755864116204
2811.221585384533,40.299048383748186,101.5371546300945
2811.2285297292183,43.23991699329599,101.67161930143695
2811.2354740739047,37.59004457276569,102.00570748285568
2811.2424184183583,38.32580993781835,102.1659349502265
2811.249362762811,40.36313339092044,102.41703008493587
2811.2563071070317,38.10452238465632,102.31747512686387
2811.2632514510196,37.34382565467922,102.07232962271962
2811.2701957947747,41.006870390101085,102.13609656901711
2811.27714013853,40.5336912781911,102.35749353902153
2811.284084482284,41.59265085535844,102.42955764903752
2811.291028825574,39.72995958415845,102.02966161127046
2811.297973168863,42.43533516311686,102.07779982855624
2811.3049175121523,38.20151322224365,103.45319285474567
2811.311861855209,40.84609440971167,101.79601583807836
2811.318806198032,38.77841629792033,102.36267075185484
2811.325750540855,46.87366119365606,102.26388828857084
2811.332694883446,47.419630746062694,102.5729862234284
2811.3396392258037,43.69450657830407,102.26254858163044
2811.346583568162,37.725061771723176,102.4390406161604
2811.353527910286,46.44915490241715,101.93108815754692
2811.360472252411,42.033389857145266,102.5888760951431
2811.367416594536,40.89279299171835,101.8452643432996
2811.374360936196,43.70519011279953,101.695898493218
